id_seq	ubicacion	nombre_normalizado	conteo	ids_escuela
62	010157	10 DE MAYO	1	6539
63	010157	13 DE JUNIO	1	2
64	010157	15 DE AGOSTO	1	6568
65	010157	16 DE DICIEMBRE	1	11765
66	010157	16 DE OCTUBRE	1	11023
67	010157	19 DE JULIO	1	6
68	010157	19 DE MARZO	2	4,11764
69	010157	24 DE MAYO	1	6519
70	010157	26 DE SEPTIEMBRE	1	12619
71	010157	29 DE JUNIO	1	6607
72	010157	3 DE MAYO	1	6614
73	010157	3 DE NOVIEMBRE	1	12642
74	010157	5 DE ABRIL	1	6584
75	010157	6 DE ENERO	1	6552
76	010157	ABDON CALDERON (JARDIN)	1	14284
77	010157	ABDON CALDERON MUÑOZ	1	6533
78	010157	AIDA BEATRIZ ILLESCAS	1	6582
79	010157	ALONSO GONZALEZ GONZALEZ	1	6600
80	010157	CARLOS MORALES	1	6610
81	010157	DIEGO DE NOBOA	1	11766
82	010157	EUFEMIA GUANANGA MANGUI	1	6522
83	010157	HEROES DEL CENEPA	1	12618
84	010157	JAIME ALVEAR MERCHAN	1	6549
85	010157	JESUS DEL GRAN PODER	1	6565
86	010157	JOSE MARIA URBINA	1	12621
87	010157	JUAN LEON MERA	1	6592
88	010157	JULIO BRAVO ABAD	1	6603
89	010157	LUIS VELECELA YUNGA	1	6521
90	010157	LUZ Y GUIA	1	11006
91	010157	LUZ Y VIDA	1	12637
92	010157	MANUEL DE ASCAZUBI	1	6574
93	010157	MANUEL SEBASTIAN VANEGAS PACHECO	1	12610
94	010157	MANUELA GARAICOA DE CALDERON	1	6528
95	010157	MARIA CRISTINA BRITO ROSAS	1	6572
96	010157	NUAVA LUZ DEL AZUAY	1	12687
97	010157	PIEDAD BARCENAS	1	6597
98	010157	PRIMERO DE MAYO	1	14285
99	010157	RAFAEL ADOLFO GALINDO MOSCOSO	1	6571
100	010157	REINO DE QUITO	1	6531
101	010157	RIO MARAÑON	1	6556
102	010157	RIO PUTUCAY	1	6558
103	010157	SAN ANTONIO DE RIO BLANCO	1	6588
104	010157	SANTA ANA DE LOS RIOS	1	6545
105	010157	SANTA TERESA	1	15025
106	010157	SIN NOMBRE DE BELLA UNION	1	6517
107	010157	SIN NOMBRE DE CARGUA	1	15576
108	010157	SIN NOMBRE DE CENTRO PATUL	1	12620
109	010157	SIN NOMBRE DE CHIPPLA	1	12680
110	010157	SIN NOMBRE DE ESTERO PIEDRAS	1	11767
111	010157	SIN NOMBRE DE SUISILOMA	1	12636
112	010157	SIN NOMBRE DE VILLA FLORA	1	12649
113	010157	TRES MARIAS	1	6525
114	010157	VICENTE ESCANDON ASTUDILLO	1	6590
115	010157	VICENTE MORENO MORA	1	6578
116	010158	CMANUEL VEGA	1	6622
117	010158	FRANCISCO TAMARIZ	1	6628
118	010158	MANUEL RAMON BALAREZO	1	6619
119	010158	MIGUEL CHERREZ MALDONADO	1	6626
120	010158	TERESA SEMERIA	1	6617
121	010159	EZEQUIEL MARQUEZ	1	11007
122	010159	GREGORIO CORDERO CRESPO	1	6632
123	010159	GUILLERMO MENSI	1	10172
124	010159	JESUS MARIA YEPEZ	1	6637
125	010159	OCTAVIO CORDERO PALACIOS	1	6635
126	010159	URCU RUMI	1	12657
127	010160	ELIAS GALARZA	1	6644
128	010160	HUMBERTO ESQUIVEL	1	6647
129	010160	JOSE OCHOA SERRANO	1	6643
130	010160	MANUEL CORONEL	1	6639
131	010160	MEDARDO LUIS TORRES	1	6641
132	010161	30 DE MAYO	1	10183
133	010161	5 DE ENERO	1	10174
134	010161	ALFONSO RIVERA NOVILLO	1	6659
135	010161	AMADEO MALDONADO VASQUEZ	1	6667
136	010161	ANTONIO NEUMANE	1	6663
137	010161	CELIA DELGADO DE VASQUEZ	1	6660
138	010161	CESAR HUMBERTO MALDONADO IGLESIAS	1	6651
139	010161	CIUDAD DE OTAVALO	1	6656
140	010161	DOLORES FLORES FLORES	1	6671
141	010161	ESTRELLA DE SAN JOSE	1	12653
142	010161	GONZALO CORDERO (PLANTEL CENTRAL)	1	6649
143	010161	JUAN I¥IGUEZ VINTIMILLA	1	6679
144	010161	MARTIN WELTE	1	6653
145	010161	MONSEÑOR LEONIDAS PROA¥O NO.2	1	12654
146	010161	ROBERTO CRESPO TORAL	1	6675
147	010161	VICTOR MENDEZ PALACIOS	1	10175
148	010162	FEDERICO MALO	1	6692
149	010162	HNO. ENRIQUE VASQUEZ PACHECO	1	6694
150	010162	ISAAC A. CHICO	1	6685
151	010162	MANUEL MARIA PALACIOS BRAVO	1	6681
152	010162	VICENTE LEON PICON	1	6697
153	010163	ANTONIO FARFAN	1	11013
154	010163	EDUARDO CRESPO MALO	1	11014
155	010163	JOSE GORELIK	1	11015
156	010163	RAFAEL MARIA ARIZAGA	1	11012
157	010164	ALFONSO MARIA BORRERO (PLANTEL CENTRAL)	1	6717
158	010164	GASPAR SANGURIMA	1	6706
159	010164	HECTOR AUQUILLA	1	10190
160	010164	JOSE MARIA EGAS M.	1	6701
161	010164	JOSE VICTOR ORDOÑEZ ZAMBONINO	1	6723
162	010164	LUIS EDUARDO GUERRERO	1	6709
163	010164	MONTE SINAI	1	12655
164	010164	ZOILA ESPERANZA PALACIO	1	6712
165	010165	ANDRES GALINDO	1	6731
166	010165	CORNELIO RUILOVA SANCHEZ	1	6741
167	010165	JOAQUIN MALO TAMARIZ	1	6734
168	010165	LOS LAURELES	1	6738
169	010166	DORA BEATRIZ CANELOS B.	1	6754
170	010166	ENRIQUETA CAMPOS	1	6761
171	010166	LUIS SERRANO AREVALO	1	6751
172	010166	MIGUEL PRIETO	1	6757
173	010166	ROSARIO PRIETO DE FARFAN(CLODOVEO)	1	6749
174	010167	ALEJANDRO PADILLA VASQUEZ	1	10180
175	010167	CAROLINA DE FEBRES CORDERO	1	10177
176	010167	HECTOR SEMPERTEGUI GARCIA	1	6759
177	010167	JOAQUIN FERNANDEZ DE CORDOVA	1	10179
178	010167	JUAN DE DIOS CORRAL	1	10176
179	010167	PADRE JUAN BAUTISTA AGUIRRE	1	10182
180	010167	PADRE JUAN CARLO	1	10181
181	010168	29 DE JULIO	1	6780
182	010168	ALFONSO MORENO MORA	1	6762
183	010168	AURELIO ORDOÑEZ ZAMORA	1	10184
184	010168	FRANCISCO MOSCOSO	1	6770
185	010168	HONORIO VEGA LARREA	1	10234
186	010168	HORTENCIA MOSCOSO	1	12612
187	010168	JORGE VALENCIA PEÑAHERRERA	1	6782
188	010168	JOSE SALVADOR SANCHEZ ORTEGA	1	6767
189	010168	JUAN CONTRERAS	1	6774
190	010168	LUIS CORNEJO PEREZ	1	6763
191	010168	MANUEL ANTONIO CORRAL J.	1	12611
192	010168	MANUEL MARIA POLIT LASSO	1	6820
193	010168	MIGUEL MOROCHO	1	10188
194	010168	MONSEÑOR LEONIDAS PROAÑO	1	6786
195	010168	SAN MIGUEL DE CHAULLAYACU	1	6765
196	010168	SEMILLITAS DEL SABER	1	14289
197	010168	XAVIER MUÑOZ CHAVEZ	1	12656
198	010168	ZOILA CARMEN ALVARADO	1	6789
199	010169	ABDON CALDERON	1	6793
200	010169	ANGEL BENIGNO BARRETO TAPIA	1	6819
201	010169	AURELIO OCHOA A.	1	6812
202	010169	CESAR MARTINEZ	1	12651
203	010169	FRANCISCO ASTUDILLO	1	6815
204	010169	JOSE RAFAEL ARIZAGA	1	6808
205	010169	MARCO MARTINEZ	1	12652
206	010170	BERTHA VINUEZA DE V.	1	6848
207	010170	ELOY ALFARO	1	6846
208	010170	HIPOLITO MORA ESPINOZA	1	6837
209	010170	MANUEL GUERRERO	1	6826
210	010170	MARISCAL ANTONIO JOSE DE SUCRE	1	6830
211	010170	MOISES ARTEAGA VALDIVIESO	1	6845
212	010170	NICOLAS SOJOS JARAMILLO	1	6843
213	010170	OCTAVIO DIAZ LEON	1	6839
214	010170	RAMON BORRERO	1	6833
215	010170	SIN NOMBRE DE PUCA CRUZ	1	15577
216	010171	ADOLFO BENJAMIN SERRANO	1	6854
217	010171	AURELIANO MARQUEZ ALVARADO	1	10236
218	010171	GUILLERMO VEGA GARCIA	1	6851
219	010171	MARCO AURELIO VELEZ C.	1	10186
220	010171	MIGUEL CORDERO CRESPO	1	6850
221	010171	NICOLAS ESPINOZA CORDERO	1	6176
222	010171	RAMON ULLOA	1	6855
223	010171	REMIGIO ROMERO LEON	1	6853
224	010171	RENE ZEA OCHOA	1	10235
225	010171	ROBERTO QUIZHPE	1	6852
226	010171	SAN ALFONSO	1	6779
227	010171	SAN VICENTE DE ARRAYAN	1	6849
228	010171	TENIENTE HUGO ORTIZ	1	6856
229	010201	ADOLFO TORRES	1	6202
230	010201	ALBERTO PEÑAHERRERA CHICO	1	6170
231	010201	ANTONIO FLOR	1	6178
232	010201	CABO PAZAN	1	6173
233	010201	DANIEL ALVARADO	1	6195
234	010201	GERARDO TOLEDO	1	6192
235	010201	MANUEL MALO CRESPO	1	11770
236	010201	MARISCAL SUCRE	1	6197
237	010201	REINALDO CHICO PEÑAHERRERA	1	6207
238	010201	TOMAS H. QUINTANILLA	1	6181
239	010201	VICTORIA POZO TAMARIZ	1	6189
240	010251	2 DE AGOSTO	1	6211
241	010251	30 DE AGOSTO	1	10193
242	010251	ALBERTO MU¥OZ VERNAZA	1	6210
243	010251	ANTONIO JOSE DE SUCRE	1	6216
244	010251	BENIGNO JARA	1	10192
245	010251	CARLOS JULIO AROSEMENA TOLA	1	10224
246	010251	HUMBERTO LEON POZO	1	10194
247	010251	LUIS MANUEL CARPIO FLORES	1	6218
248	010251	LUIS MONSALVE POZO	1	10185
249	010251	MANUEL DE LA RADA	1	6214
250	010251	MI NUEVA ILUSION	1	14290
251	010251	SERAFIN ABAD	1	11769
252	010252	AGUSTIN CRESPO HEREDIA	1	6185
253	010252	GONZALO FEICAN GARZON	1	6205
254	010301	25 DE JUNIO	1	6917
255	010301	CIUDAD DE GUALACEO	1	6866
256	010301	GUILLERMO ANDRADE MORENO	1	11008
257	010301	HUAYNA CAPAC	1	6870
258	010301	INST. DE EDUCACION ESPECIAL	1	8
259	010301	JOAQUIN CORREA	1	6876
260	010301	JORGE RAUL PERALTA FARFAN	1	6878
261	010301	LUIS CORDERO DAVILA	1	6880
262	010301	MANUEL DAVILA CHICA	1	6871
263	010301	MIGUEL IGNACIO CORDERO MONCAYO	1	6873
264	010301	RODRIGO CORDERO CRESPO	1	6884
265	010301	VICTOR AURELIO COELLO NORITZ	1	6882
266	010352	JOAQUIN SALAZAR	1	6908
267	010352	MARIANO CUEVA	1	6905
268	010353	CAMILO GALLEGOS DOMINGUEZ	1	6919
269	010353	EL AMANECER	1	6916
270	010353	FEDERICO GUERRERO	1	6912
271	010353	FRANCISCO PAREDES HERRERA	1	6923
272	010353	JOAQUIN MALO VALDIVIEZO	1	6910
273	010353	LEOVIGILDO BOLAÑOS (S/N DE YANACOCHA)	1	12682
274	010353	PADRE VICENTE ZARUMA	1	12659
275	010353	PROMOCION DEL 53	1	6921
276	010353	SAN MARTIN	1	12660
277	010353	TADEO TORRES	1	6914
278	010353	TERESA MORALES V.	1	6947
279	010354	CESAR ASTUDILLO	1	6925
280	010354	CUSTODIO VINTIMILLA	1	6929
281	010354	FLORENTINO LEON	1	6927
282	010354	JOSE IGNACIO CANELOS	1	6931
283	010354	MARIETA VAZQUEZ PEÑA	1	6926
284	010354	REINALDO SEMINARIO	1	6903
285	010356	1 DE FEBRERO	1	12647
286	010356	ALFONSO ESTRELLA MARCHAN	1	6940
287	010356	CLUB LEONES DE VIRGINIA	1	6936
288	010356	LUIS CHACON MARIN	1	6938
289	010357	10 DE FEBRERO	1	12613
290	010357	19 DE MARZO	1	224
291	010357	19 DE MAYO	1	10189
292	010357	29 DE SEPTIEMBRE	1	12614
293	010357	CARLOS PESANTEZ TORRES	1	10238
294	010357	EMILIO MOSCOSO	1	6941
295	010357	LA DOLOROSA	1	12658
296	010357	LUIS EDUARDO SORIA	1	6942
297	010357	MIGUEL ANGEL GALARZA	1	6943
298	010357	NICANOR AGUILAR MALDONADO	1	6944
299	010357	RODOLFO ESPINOZA GARCIA	1	10239
300	010357	VICENTE PEÑA REYES	1	6945
301	010358	BENJAMIN ALBORNOZ	1	12676
302	010358	JORGE ALBERTO VASQUEZ MORALES	1	6949
303	010358	JOSE MORA LOPEZ	1	10240
304	010358	RUMI¥AHUI	1	12677
305	010358	TOMAS ORDOÑEZ	1	6951
306	010359	REMIGIO ASTUDILLO	1	6906
307	010401	ABELARDO RODRIGUEZ	1	6334
308	010401	AGUSTIN J. PERALTA	1	6314
309	010401	ARTURO QUEZADA MENDIETA	1	6342
310	010401	BALTAZAR AGUIRRE	1	6324
311	010401	CESAR AGUSTIN MOROCHO	1	6345
312	010401	EFRAIN NAULA	1	12663
313	010401	FERNANDO DAQUILEMA	1	12664
314	010401	FRANCISCO CARRASCO SERRANO	1	6322
315	010401	FRANCISCO CHICO	1	6244
316	010401	GENERAL DAVALOS	1	12615
317	010401	GERONIMO CARRION	1	6361
318	010401	GREGORIO BOBADILLA	1	6368
319	010401	HECTOR EFRAIN PILCO(SIN NOMBRE)	1	12681
320	010401	INTERCULTURAL BILINGUE SHIÑA	1	12668
321	010401	JOSE ALBERTO MOROCHO	1	12665
322	010401	JOSE ORTIZ DIAZ	1	6332
323	010401	JUAN AGUILAR CUBILLUS	1	6366
324	010401	KILLUSISAPAC RIKCHARIMUI	1	12661
325	010401	MONSEÑOR LEONIDAS PROAÑO NO.1	1	12662
326	010401	ROSA ELENA ZEA	1	6337
327	010401	SAMUEL FRANCISCO CISNEROS PINEDA	1	6328
328	010401	SAN JOSE	1	6348
329	010401	SIN NOMBRE LA PLAYA	1	15024
330	010451	10 DE DICIEMBRE	1	6229
331	010451	ANDRES BELTRAN (PLANTEL CENTRAL)	1	6236
332	010451	DANIEL BRITO DURAN	1	6227
333	010451	EL RODEO	1	6220
334	010451	FELIX MORA ESPINOZA	1	6233
335	010451	IGNACIO DE VEINTIMILLA	1	10241
336	010451	LOS ANDES	1	10242
337	010451	MANUEL ULLAURI Y ROMERO	1	6225
338	010451	MANUEL ULPIANO ARIZAGA	1	6231
339	010451	NUEVA FATIMA	1	10243
340	010451	RIO AMAZONAS	1	6223
341	010451	SAN JOSE DE CHALCAY	1	6222
342	010452	24 DE DICIEMBRE	1	11762
343	010452	ALBERTO OCHOA CHICA	1	11017
344	010452	CARLOS CUEVA TAMARIZ	1	6238
345	010452	CLAUDIO PEÑAHERRERA	1	6240
346	010452	ELOY ALFARO	1	6395
347	010452	PABLO ESTRELLA AGUILAR	1	11763
348	010452	ROLANDO OCHOA CHICA	1	6396
349	010452	SIN NOMBRE DE LA MERCED	1	12622
350	010452	WILFRIDO ALVAREZ AMBROSI	1	6399
351	010453	7 DE DICIEMBRE	1	6305
352	010453	ALFONSO NEIRA RODRIGUEZ	1	6310
353	010453	BELLA ALIANZA	1	6860
354	010453	COOPERATIVA LA CRIA	1	10217
355	010453	JAVIER ESPINOZA	1	10244
356	010453	JUAN BAUTISTA DAVILA	1	6401
357	010453	LA PAZ	1	6300
358	010453	LEONIDAS PLAZA GUTIERREZ	1	6307
359	010453	TIERRA VIVA	1	10187
360	010501	4 DE OCTUBRE	1	10246
361	010501	ALEJANDRO MACHUCA	1	11009
362	010501	ALFONSO SANCHEZ ALVEAR	1	10247
363	010501	CORNELIO MOSQUERA LOPEZ	1	6969
364	010501	NUESTRA SEÑORA DE FATIMA	1	6959
365	010501	RIO PAUTE	1	6957
366	010552	CRISTOBAL COLON	1	6972
367	010552	ENRIQUE NEIRA CARRION	1	7092
368	010552	HONORATO LOYOLA	1	10248
369	010552	LUZ DE AMERICA	1	6992
370	010552	LUZ MATILDE TORRES	1	10249
371	010552	NUEVOS SENDEROS	1	10250
372	010553	GERARDO CORDERO Y LEON	1	10251
373	010553	MANUEL J CALLE	1	6996
374	010553	MODESTO VINTIMILLA	1	6999
375	010553	VICENTE CORDERO ESTRELLA	1	7004
376	010554	26 DE FEBRERO	1	6966
377	010554	ANTONIO VEGA MUÑOZ	1	6955
378	010554	JORGE MERCHAN AGUILAR	1	6961
379	010554	LA HIGUERA	1	11803
380	010554	MANUEL JESUS AYABACA	1	6963
381	010554	RAFAEL ORDOÑEZ ZENTENO	1	10245
382	010556	CELIA GUILLEN NIETO	1	7083
383	010556	JUAN JOSE LOPEZ AVILA	1	7013
384	010556	PABLO HILARIO CHICA	1	7011
385	010559	ALBERTO MARIA ANDRADE	1	7053
386	010559	PIO BRAVO	1	7055
387	010559	RAFAEL CHICO PEÑAHERRERA	1	7057
388	010561	12 DE FEBRERO	1	7073
389	010561	ANTONIO MORALES	1	10256
390	010561	BALTAZAR RIVERA Y NATES	1	7077
391	010561	JUAN PABLO II	1	10257
392	010562	HUMBERTO OCHOA	1	10258
393	010562	JOSE DE LA VEGA	1	7089
394	010562	LUIS PESANTEZ PESANTEZ	1	12616
395	010601	11 DE SEPTIEMBRE	1	7228
396	010601	15 DE AGOSTO	1	14767
397	010601	15 DE MAYO	1	12627
398	010601	21 DE JUNIO	1	7179
399	010601	25 DE DICIEMBRE	2	7171,7231
400	010601	25 DE JULIO	1	7196
401	010601	25 DE OCTUBRE	1	12626
402	010601	28 DE JUNIO	1	11019
403	010601	6 DE DICIEMBRE	1	11772
404	010601	8 DE DICIEMBRE	1	7193
405	010601	ALBERTO DURAN CHICA	1	7212
406	010601	ALCIBIADES AMOROSO BERNAL	1	7200
407	010601	ALFONSO MEJIA ASTUDILLO	1	11018
408	010601	ALFREDO PEREZ GUERRERO	1	7176
409	010601	BELISARIO SERRANO ABAD	1	7226
410	010601	CABO MINACHO	1	7204
411	010601	COMBATE DE POROTILLO(SIN NOMBRE)	1	12629
412	010601	CORNELIO VELEZ	1	7195
413	010601	DANIEL BRITO DURAN	1	7188
414	010601	ECUADOR	1	7184
415	010601	ESTHER RODAS DE DURAN	1	7237
416	010601	FEDERICO GONZALEZ SUAREZ	1	12623
417	010601	HEROES DE PANUPALI	1	7234
418	010601	JAIME ALVEAR MERCHAN	1	7198
419	010601	JAIME ROLDOS AGUILERA	1	14768
420	010601	JORGE PUING CABANILLAS	1	15027
421	010601	JUAN DE VELASCO	1	7167
422	010601	LA MACARENA	1	14744
423	010601	LEONARDO VIDAL BARZALLO	1	7202
424	010601	POLIBIO REYES MERCHAN	1	7201
425	010601	PROVINCIA DEL AZUAY	1	11771
426	010601	RAMON MORALES	1	12628
427	010601	SAN ALFONSO	1	7207
428	010601	SAN MIGUEL DE LAS PALMERAS	1	7157
429	010601	SIN NOMBRE (LAS NIEVES)	1	14769
430	010601	SIN NOMBRE (QUILLOSISA)	1	14770
431	010601	SIN NOMBRE DE PELINCAY	1	12625
432	010601	SIN NOMBRE DE SAN VICENTE DE CACHI	1	12672
433	010601	SIN NOMBRE DE SOLEDAD 9 DE OCTUBRE	1	11774
434	010601	SIN NOMBRE DE SOLEDAD COMUNA	1	11773
435	010601	VICENTE ROCAFUERTE	1	7218
436	010601	VOLUNTAD DE DIOS	1	15019
437	010651	16 DE AGOSTO	1	12633
438	010651	16 DE ENERO	1	7160
439	010651	17 DE JULIO	1	12670
440	010651	23 DE ABRIL	1	12686
441	010651	26 DE SEPTIEMBRE	1	11759
442	010651	5 DE JUNIO	1	7216
443	010651	CARITAS ALEGRES	1	14287
444	010651	CLEMENTE YEROVI	1	11016
445	010651	EL DIAMANTE	1	12630
446	010651	EL MINERITO	1	14286
447	010651	JUAN ANDRADE	1	7215
448	010651	LA UNION	1	12688
449	010651	LIBERTADOR BOLIVAR	1	12683
450	010651	MERCEDES CRESPO DE VEGA	1	12671
451	010651	MIGUEL HEREDIA CRESPO	1	7150
452	010651	REINA DEL CISNE	1	12631
453	010651	REPUBLICA DE VENEZUELA	1	11775
454	010651	RIO AMAZONAS	1	11776
455	010651	RUMIÑAHUI	1	231
456	010651	SAN FRANCISCO DE MUYUYUCA(SIN NOM)	1	12684
457	010651	SAN SALVADOR	1	14745
458	010651	SANTA MARIANITA	1	15022
459	010651	SANTA ROSA	1	12632
460	010651	SIN NOMBRE (GUAGUA CORRAL)	1	15017
461	010651	SIN NOMBRE (SAN JOSE DE BURIACO)	1	15020
462	010651	ULISES SOTOMAYOR V.	1	7152
463	010651	VICTOR GERARDO AGUILAR	1	7158
464	010652	15 DE AGOSTO	1	7223
465	010652	15 DE NOVIEMBRE	1	12685
466	010652	19 DE ENERO	1	15726
467	010652	2 DE MAYO	1	12638
468	010652	AB.JHONNY ENRIQUE TOBAR	1	15026
469	010652	F A E	1	7191
470	010652	LUIS MALDONADO S.	1	7235
471	010652	SIN NOMBRE (HUASIPAMBA PARAISO)	1	15018
472	010652	SIN NOMBRE DE GUARUMAL	1	12624
473	010652	SIN NOMBRE DE HUASIPAMBA	1	12644
474	010701	FRANCISCO CORONEL TAPIA	1	11761
475	010701	JOSE MARIA QUITO	1	6226
476	010701	JUAN GIRON SANCHEZ	1	6234
477	010701	MANUEL VEGA ACHA	1	11760
478	010701	NICANOR MERCHAN	1	6228
479	010751	VICTOR ALVAREZ TORRES	1	6224
480	010801	1 DE JUNIO	1	7099
481	010801	10 DE DICIEMBRE	1	7121
482	010801	20 DE ENERO	1	7130
483	010801	24 DE JULIO	1	7111
484	010801	AURELIO MOSQUERA NARVAEZ	1	11020
485	010801	C. EDUC. ESCPECIAL MONS. LUNA TOBAR	1	7
486	010801	EMILIANO HINOSTROZA	1	7108
487	010801	EULOGIO ABAD ULLAURI	1	10220
488	010801	FEDERICO VALENCIA	1	7107
489	010801	JOSE ALVEAR	1	7105
490	010801	JOSE LUIS TAMAYO	1	7119
491	010801	JUAN DE SALINAS	1	7124
492	010801	LUIS COBOS MOSCOSO	1	7125
493	010801	MANUEL IGNACIO OCHOA	1	7113
494	010801	NUESTRAS SONRISAS	1	14291
495	010801	PATRIA LIBRE	1	11021
496	010801	RAFAEL VINTIMILLA JARA	1	7115
497	010801	ROBERTO PALACIOS CORREA	1	7102
498	010801	RODRIGO PALACIOS	1	7110
499	010801	SERGIO RAUL VALVERDE	1	7117
500	010851	10 DE AGOSTO	1	7143
501	010851	AMADOR SARMIENTO	1	7138
502	010851	CAMILO PONCE ENRIQUEZ	1	7131
503	010851	CESAR TORRES	1	10222
504	010851	CIUDAD DE SANTA ISABEL	1	11022
505	010851	GABRIEL GARCIA MORENO	1	10223
506	010851	JOSE FELIX VALDIVIESO	1	7145
507	010851	JUAN ELJURI CHICA	1	10221
508	010851	JUAN M. JARAMILLO	1	7134
509	010851	MANUEL EUGENIO CARRASCO	1	7139
510	010851	RODRIGO NUÑEZ DE BONILLA	1	7137
511	010852	1 DE NOVIEMBRE	1	10230
512	010852	12 DE OCTUBRE	1	10227
513	010852	15 DE OCTUBRE	1	12673
514	010852	16 DE JULIO	1	7161
515	010852	16 DE OCTUBRE	1	10229
516	010852	22 DE NOVIEMBRE	1	10226
517	010852	24 DE JUNIO	1	6536
518	010852	25 DE DICIEMBRE	1	15028
519	010852	26 DE NOVIEMBRE	2	5,12650
520	010852	29 DE AGOSTO	1	10225
521	010852	ANTONIO NEUMANE	1	3
522	010852	LA NUEVA ESPERANZA	1	12648
523	010852	LIZARDO GARCIA	1	7164
524	010852	MANUEL IGNACIO TOBAR	1	7166
525	010852	PROGRESO CAMPESINO	1	10228
526	010852	SIN NOMBRE (LAS PALMAS)	1	14704
527	010852	SIN NOMBRE DE LA LIBERTAD	1	12678
528	010852	SIN NOMBRE DE PIJILI CHICO	1	15690
529	010853	12 DE OCTUBRE	1	7267
530	010853	15 DE OCTUBRE	1	7255
531	010853	28 DE AGOSTO	1	12634
532	010853	5 DE AGOSTO	1	7277
533	010853	ALFREDO BAQUERIZO MORENO	1	11777
534	010853	BENJAMIN CARRION	1	7272
535	010853	EMILIO DELGADO CABRERA	1	11024
536	010853	HECTOR G. CHICA ESPINOZA	1	12635
537	010853	LEON DE LA PIEDRA	1	7265
538	010853	PEDRO UNDA	1	10231
539	010853	RICARDO MUÑOZ DAVILA	1	7259
540	010853	UNION CAMPESINA	1	7243
541	010901	16 DE ABRIL	1	7291
542	010901	ALFONSO PESANTEZ SALINAS	1	7288
543	010901	ANTONIO MANCILLA	1	7286
544	010901	ANTONIO MORENO Y ORTIZ	1	7283
545	010901	CARMEN ADELA CARDENAS	1	15023
546	010901	COMUNA SAN SEBASTIAN	1	7290
547	010901	DOMINGO SAVIO	1	7285
548	010901	FRANCISCO CISNEROS	1	7281
549	010901	LUIS A. RODRIGUEZ	1	7302
550	010901	MARIA MAZARELLO	1	7284
551	010901	MIGUEL CORDERO DAVILA	1	7298
552	010901	TEOFILO TORRES	1	7296
553	010901	TERESA DE JESUS TORRES	1	7294
