id_seq	ubicacion	nombre_normalizado	codigo_escuela
63	040201	12 DE NOVIEMBRE	1075
64	170127	MERCEDES VITERI LAFRONTE DE HURAS	1076
65	040251	DARIO EGAS GRIJALVA	1077
66	090104	FILIBERTO LOPEZ AREVALO # 53	1078
67	170127	MAGDALENA DAVALOS	1079
68	040252	JAIME VALENCIA	1080
69	090106	MERCEDES MORENO IRIGOYEN # 54	1081
70	170124	ROSA BORJA ICAZA	1083
71	040253	MARTHA BUCARAM DE ROLDOS	1084
72	090104	ROBERTO ILLINGWORT ICAZA # 55	1085
73	040255	PRIMERO DE MAYO	1086
74	170103	EUGENIO ESPEJO	1087
75	040255	MANUELITA SAENZ	1088
76	090104	CORONEL LUCIANO CORAL # 56	1089
77	170124	MANUELA GARAICOA	1090
78	040253	18 DE NOVIEMBRE	1091
79	090104	NICOLAS SEGOVIA # 60	1092
80	090106	JIPIJAPA # 62	1093
81	170124	GABRIELA MISTRAL	1094
82	090104	SOC.BEN.SRAS.LIBANESAS SIRIAS #76	1095
83	040254	LUIS CLEMENTE DE LA VEGA	1097
84	090104	EDUARDO FLORES TORRES # 78	1098
85	090104	OTHON CASTILLO VELEZ # 79	1101
86	170122	MANUEL MARIA SANCHEZ	1102
87	040301	CARLOS EMILIO GRIJALVA	1103
88	170111	ANITA DE ANDRADE MARIN	1105
89	040301	GERMAN GRIJALVA	1107
90	090104	ADOLFO H. SIMMONDS # 87	1110
91	090104	JUAN TANCA MARENGO # 88	1111
92	170127	ELISA ORTIZ DE AULESTIA	1112
93	090104	JORGE GUZMAN ARGUELLO # 89	1113
94	090114	FRANCISCO FALQUEZ AMPUERO # 90	1115
95	170105	MERCEDES GONZALEZ DE MOSCOSO	1116
96	090104	THOMAS JEFFERSON # 92	1117
97	170105	ADELA PINARGOTE DE MURILLO	1118
98	170119	UNIDAD EDUCATIVA DEL SUR (T.S.E.C.P.P)	1119
99	090106	PABLO HANNIBAL VELA # 226	1120
100	090104	ADAN RODRIGUEZ MOLINA # 100	1122
101	170125	NICOLAS GUILLEN	1123
102	090104	TRANSFIGURACION # 39	1125
103	170105	ALVARO PEREZ INTRIAGO	1126
104	170115	JUAN FEDERICO HERBART	1127
105	170119	POLICIA NACIONAL	1129
106	090104	JILGUERITOS # 94	1130
107	090106	SANTA ANA # 120	1131
108	170111	UNIDAD EDUCATIVA QUITO SUR	1132
109	090112	RONDA AZUL # 121	1133
110	170121	LAS ORQUIDEAS	1134
111	170113	FEDERICO GONZALEZ SUAREZ	1136
112	170113	HIDALGO ALBUJA	1138
113	090104	NUESTRA ESCUELA #7	1139
114	090104	FORREST LA ROSS YODER # 1	1140
115	170115	MARIA MONTESSORI	1141
116	090104	CAPULLITO DE AMOR # 178	1142
117	170115	ANA PAREDES DE ALFARO	1143
118	170115	COLEGIO MILITAR N°10 ABDON CALDERON	1144
119	040302	BRASIL	1145
120	040352	SOMOS AMIGOS TRABAJANDO	1147
121	100151	EUCLIDES MUÑOZ	1149
122	040352	TOBIAS TAMAYO GALARRAGA	1150
123	040353	SAN FRANCISCO DE SALES	1151
124	040401	LORGIO CARRASCO MERA	1152
125	100151	SIN NOMBRE (CARPUELA)	1153
126	170115	INTI RAYMI (SAN ROQUE)	1154
127	040401	13 DE ABRIL	1155
128	040401	CARITAS ALEGRES	1156
129	170115	AURELIO ESPINOSA POLIT	1157
130	040451	IMBABURA	1158
131	100154	JAIME ROLDOS AGUILERA	1159
132	170115	GENARO FIERRO	1160
133	040451	JUAN LEON MERA	1161
134	170119	PATRICIO ROMERO BARBERIS	1163
135	100154	GRUPO DE C.#.36 YAGUACHI (INDIGENA)	1165
136	090104	MIS PRIMEROS TRAZOS # 228	1166
137	040453	GONZALO OLEAS ZAMBRANO	1167
138	170119	PRIMERO DE MAYO	1168
139	040502	MANUEL J. BASTIDAS	1169
140	100152	PLAZA PALLARES	1170
141	040502	PEDRO RAFAEL MENCIAS AUZ	1172
142	040502	FERNANDO POZO GUERRERO	1175
143	040501	CAMILO GALLEGOS DOMINGUEZ	1176
144	170176	JUAN MONTALVO	1177
145	040502	ECUADOR	1180
146	040551	6 DE MAYO	1181
147	040555	LUZ DE UN NUEVO AMANECER	1182
148	040554	JUAN EVANGELISTA NARVAEZ	1184
149	100155	CASA DE LA CULTURA	1185
150	100156	JUAN DE SALINAS	1186
151	100157	SAN ANTONIO	1187
152	100157	SIN NOMBRE (STO. DOMINGO)	1188
153	100101	SANTA MARIANITA DE JESUS	1189
154	100101	MADRE TERESA BACQ	1190
155	100103	IBARRA	1192
156	100103	SANTA TERESITA DEL NIÑO JESUS	1194
157	100104	RAFAEL CARVAJAL (4 DE JULIO)	1195
158	100104	LA INMACULADA CONCEPCION	1196
159	100103	LIDIA SEVILLA LEON	1197
160	100104	SAGRADO CORAZON DE JESUS	1198
161	100104	LUIS LEON RUALES (LA SALLE)	1200
162	100151	AMBUQUI	1201
163	100104	JEAN PIAGET	1202
164	100202	JOSE MARIA VELASCO IBARRA	1203
165	100201	BRUNO VINUEZA PAEZ	1204
166	100253	JUAN JOSE FLORES	1205
167	100252	NATABUELA	1206
168	100254	SAN ROQUE	1207
169	100202	SANTA LUISA DE MARILLAC	1208
170	100301	JUAN FRANCISCO CEVALLOS	1209
171	100301	DR. TRAJANO NARANJO	1210
172	100351	CHARLES DARWIN	1211
173	100353	RUBEN JARAMILLO	1212
174	100352	MANUELITA SAENZ	1213
175	100354	SIN NOMBRE (PEÑAHERRERA)	1214
176	100356	28 DE JUNIO	1215
177	100302	HORTENCIA YEPEZ TOBAR	1216
178	100357	ELOISA ALVAREZ DE AYALA	1217
179	100302	SANTISIMO SACRAMENTO	1218
180	100401	31 DE OCTUBRE	1219
181	100451	CARLOS ALFONSO CISNEROS P.(INDIGENA)	1220
182	100401	BENJAMIN CARRION	1221
183	100402	JAIME BURBANO ALOMIA	1222
184	100455	VICTOR ALEJANDRO JARAMILLO	1223
185	100451	SIN NOMBRE (AGATO) (INDIGENA)	1225
186	100452	NOHEMI MURIEL (INDIGENA)	1226
187	100453	24 DE MARZO	1227
188	100453	FEDERICO GONZALEZ SUAREZ (INDIGENA)	1228
189	100453	U. EDUCATIVA PROVINCIA DE LOJA (INDIGENA	1229
190	100451	PEGUCHE (INDIGENA)	1230
191	100456	12 DE NOVIEMBRE (INDIGENA)	1231
192	100457	ALFREDO PEREZ GUERRERO	1232
193	100459	SIMON BOLIVAR	1233
194	100402	CIUDAD DE OTAVALO	1234
195	100458	PRINCESA TOA	1235
196	170151	CLELIA VEGA VACA	1237
197	090105	GABRIEL PINO ROCA # 40	1238
198	100455	PRIMAVERA (INDIGENA)	1240
199	090105	ABRAHAM LINCOLN # 46	1241
200	170151	OVIDIO DECROLY (ALANGASI)	1243
201	100501	26 DE MAYO	1244
202	090105	JOSE BAQUERIZO MALDONADO # 48	1245
203	100552	INGAPIRCA	1246
204	090105	JULIO REYES GONZALEZ # 65	1248
205	170118	MANUELA CAÑIZARES	1249
206	100501	LA DOLOROSA DEL COLEGIO	1251
207	090105	SANTIAGO DE GUAYAQUIL # 66	1252
208	100651	29 DE MAYO	1254
209	090105	CLUB DE LEONES # 93	1255
210	100653	PABLO ARENAS	1256
211	090112	QUITO # 95	1257
212	170155	JUAN JACOBO ROUSSEAU	1258
213	100655	TUMBABIRO	1259
214	090114	LEONIDAS GARCIA ORTIZ # 11	1260
215	170155	ALFREDO CISNEROS	1261
216	100654	ALBERTO AMADOR	1262
217	100654	IRUGUINCHO	1264
218	170157	ELEONORA NEWMAN	1265
219	170157	PIO JARAMILLO ALVARADO (CUMBAYA)	1268
220	090106	OLFA DE BUCARAM # 35	1269
221	170159	DR.CAMILO PONCE ENRIQUEZ	1270
222	090104	ELOY ALFARO # 37	1271
223	090106	ALFREDO BAQUERIZO MORENO # 39	1273
224	090104	JACOBO BUCARAM E. # 41	1274
225	090106	ESPERANZA CAPUTI OLVERA # 49	1276
226	090106	JUAN MARIA MARTINEZ COELLO # 50	1278
227	090106	PEDRO J. MENENDEZ NAVARRO # 67	1280
228	170751	SOR MARIA XAVIER	1281
229	090106	MAURA VERA DE MAQUILON # 72	1282
230	100601	JOSE REYES ROSERO	1285
231	170172	HIPATIA CARDENAS DE BUSTAMANTE	1286
232	100104	ALFREDO ALBUJA GALINDO	1287
233	090106	CARLOS JULIO AROSEMENA TOLA # 84	1290
234	170175	ISAAC NEWTON ( PIFO )	1291
235	100252	LOS OVALOS	1292
236	170176	JULIO HIDALGO	1295
237	090106	MERCEDES MORLA FLOR # 25	1296
238	170177	MANUEL CORDOVA GALARZA	1297
239	090106	LA PRESENTACION # 89	1299
240	090111	CASITA DE VERANO # 179	1301
241	170179	MANGAHUANTAG	1302
242	090107	PEDRO JOSE HUERTA # 31	1305
243	170180	UNIDAD EDUCATIVA MITAD DEL MUNDO	1306
244	170606	ELIO GOMEZ V.	1309
245	090107	CAYETANO TARRUEL # 26	1310
246	090107	ALBORADA # 51	1311
247	090112	LUZ AURORA # 95	1312
248	090107	MUNDO HISPANO # 157	1314
249	090112	LEON DE FEBRES CORDERO # 26	1316
250	090101	PEDRO VICENTE MALDONADO # 27	1317
251	090109	REY DAVID # 196	1318
252	090112	TRAZOS Y LETRAS # 147	1319
253	090111	ADOLFO FASSIO # 36	1320
254	090111	ZOILA ESPERANZA CRESPO # 86	1321
255	090111	LICEO ESPAÑOL # 15	1322
256	090104	AMIGO DE LOS NIÑOS # 406	1323
257	090111	INSTITUTO BILINGUE GUAYAQUIL # 44	1324
258	090111	ROSARIO SANCHEZ BRUNO # 55	1325
259	090111	NIÑO FELIZ # 67	1326
260	090111	PRIMAVERA # 110	1327
261	090105	COLORIN EN UN MUNDO DE FANT.# 189	1328
262	090111	PRIMICIAS # 234	1330
263	090112	COLOMBIA ALFARO DE HUERTA # 5	1331
264	170184	VIRGINIA LARENAS	1332
265	090112	LOLA TAMAYO ORTEGA # 8	1333
266	090112	CLEMENTINA TRIVIÑO DE UNDA # 12	1334
267	170185	YOLANDA MEDINA MENA	1335
268	090112	MAGDALENA C.DE D.ARCENTALES # 22	1336
269	170124	PEDRO LUIS CALERO	1337
270	090112	GABRIELA MISTRAL # 23	1338
271	090112	SANDRO PERTINI # 25	1339
272	090112	FRANCISCO DE ICAZA BUSTAM. # 32	1341
273	090112	ILSE CALDERON VON BUCHWALD # 33	1342
274	170202	MARTIN GONZALEZ	1343
275	090114	HERMANO MIGUEL # 44	1344
276	090112	ENRIQUE GRAU RUIZ # 57	1345
277	170202	PATRONATO DEL NIÑO (CAYAMBE)	1346
278	170253	ROSA ABIGAIL JARRIN DE JARRIN	1347
279	170202	CARLOS CUEVA TAMARIZ (CAYAMBE)	1348
280	170201	ANA CARVAJAL DE DURAN	1350
281	170202	JUANA DE IBARBOROU	1351
282	090112	ESPAÑA # 70	1352
283	090112	EMMA ESPERANZA ORTIZ BERMEO # 71	1354
284	090112	JOSE ANTONIO GALLEGOS OROZCO # 74	1355
285	170252	ZOILA RENDON DE MOSQUERA	1357
286	090112	MARIA ESTHER WITHER NAVARRO # 83	1358
287	170151	CRECER ALANGASI	1359
288	170301	JUAN GUTENBERG	1360
289	170351	MERCEDES MARTINEZ ACOSTA	1361
290	090112	ENRIQUE VALLEJO VIVANCO # 85	1362
291	090112	ESTADO DEL CANADA # 98	1363
292	090112	BETHSABE CASTILLO DE CASTILLO # 9	1364
293	090112	NIÑO DE PRAGA # 3	1366
294	090112	AMERICANO # 5	1367
295	090112	EL GIRASOL # 8	1368
296	090112	ALEMAN HUMBOLDT # 12	1370
297	090112	EL FAROLITO # 16	1372
298	090112	NUESTRA MADRE DE LA MERCED # 17	1373
299	090112	MUNDO DE LOS NIÑOS # 22	1374
300	090112	NUEVA ALBORADA # 29	1377
301	090112	CONEJO DE LA SUERTE # 30	1378
302	090112	TOMASITO # 47	1383
303	090111	NUEVA AMERICA # 49	1384
304	090112	LOS ARISTOGATOS # 54	1387
305	090112	BILLIKEN # 63	1390
306	090112	PLAZA SESAMO # 65	1391
307	090112	VALDIVIA # 72	1392
308	090112	GOTITAS DE LLUVIA # 73	1393
309	090112	JEFFERSON # 74	1394
310	090112	LAS CUATRO ESTACIONES # 76	1395
311	090112	TIA MARIA ROSA # 83	1398
312	090112	LOS TRES OSITOS # 88	1400
313	090112	NSTR SRA DEL SAGRADO CORAZON #92	1401
314	090112	PASITOS # 98	1403
315	090112	MARIA DE BELEN # 105	1406
316	090112	ASUNCION # 106	1407
317	090112	MODERNA # 93	1408
318	090112	SANTO DOMINGO DE GUZMAN # 112	1409
319	090112	SANTA LUISA DE MARILLAC # 122	1412
320	090112	ISRAEL #130	1415
321	090112	NUEVA INTERAMERICANA # 145	1421
322	090112	LOS ANDES # 153	1423
323	090112	PEDRO LEMARIE # 155	1425
324	090112	SAN JUAN # 158 (U.E.)	1426
325	090112	QUERUBINES # 79	1428
326	090112	KENNEDY # 164	1429
327	090112	LAS PERSONITAS DEL MAÑANA # 160	1432
328	090112	GARABATOS # 180	1434
329	090111	RINCONCITO # 183	1436
330	090112	LICEO BELLAVISTA # 197	1439
331	090112	LOS DELFINES # 212	1445
332	090112	AVANCES # 215	1447
333	090115	INTERNACIONAL SEK # 380	1449
334	090112	NUESTRA MADRE DE LA ALBORADA #220	1450
335	090112	CHIQUITINES # 221	1451
336	090112	INST.DE INV.PARA LA INFANCIA #224	1453
337	090112	LA ANUNCIACION # 225	1454
338	090112	MARIA LUQUE DE ROHDE # 227	1455
339	090112	BALANDRA # 240	1456
340	090112	ARCA DE NOE # 241	1457
341	090112	AMIGUITOS DEL DUMBO # 242	1458
342	090112	LOS MUÑEQUITOS # 244	1459
343	090113	ROSA BORJA DE IZQUIERDO # 68	1461
344	090113	DIOS ES AMOR # 9	1463
345	090113	MI SEGUNDO HOGAR # 45	1464
346	090113	LOS BAMBINOS # 139	1465
347	090113	SANTA MARIA GORETTI # 171	1466
348	090114	JOSE DE RUBIRA RAMOS # 3	1469
349	090114	ESPERANZA CAPUTI OLVERA # 7	1472
350	090114	OLGA AGUILAR RAMOS # 10	1473
351	090114	BLANCA GILBERT DE INTRIAGO # 16	1475
352	090114	ISABEL MORLAS # 17	1476
353	170354	UNIDAD EDUCATIVA EL CHAUPI(LOS ILINIZAS_	1479
354	170357	MAGDALENA CABEZAS DE DURAN	1480
355	170501	MARIETA DE VEINTIMILLA	1481
356	170606	SIN NOMBRE <EL ESFUERZO>	1482
357	170606	UNICEF	1483
358	170606	NUEVO ISRAEL	1484
359	170651	24 DE ENERO	1485
360	170602	LOS ROSALES	1486
361	170601	13 DE ABRIL	1487
362	170606	U.N.E.	1489
363	170602	LAS PALMAS	1490
364	170606	MANUELA ESPEJO	1491
365	170121	EMAUS FE Y ALEGRIA	1492
366	020101	LUIS AURELIO GONZALEZ	1494
367	020102	TERESA LEON DE NOBOA	1495
368	020102	CARLOS CHAVEZ GUERRERO	1496
369	170121	GABRIEL HIDALGO BACA (FE Y ALEGRIA)	1497
370	170121	JESUS NIÑO	1499
371	020102	UNIDAD EDUCATIVA VERBO DIVINO	1500
372	170113	DE LA INMACULADA	1501
373	090114	JOSE SALCEDO DELGADO # 18	1502
374	090114	CLARA WITHER FERRETTI # 24	1505
375	090114	VICTORIA TORRES DE NEIRA # 52	1506
376	020102	SANTA MARIANA DE JESUS	1507
377	090114	IGNACIA BEJAR SANCHEZ # 59	1508
378	170122	HOGAR COLEGIO LA DOLOROSA	1509
379	090114	VICTORIA PEREZ # 64	1510
380	170118	NUESTRA SEÑORA DE LA PAZ	1512
381	170118	NIÑO JESUS DE PRAGA	1514
382	020158	RAFAEL ANTONIO POVEDA SALTOS	1515
383	170603	PIO XII (S.D.C.)	1516
384	020103	MARIA TAPIA DE VELASCO	1517
385	170122	ANDINO	1518
386	020103	20 DE NOVIEMBRE	1519
387	170122	HENRY BECQUEREL	1520
388	170122	FRANCISCO DE ORELLANA	1521
389	020157	TIERNO DESPERTAR	1522
390	020156	MARIA ESTATIRA UQUILLAS	1524
391	020155	TIERNA TORTOLITA	1527
392	090114	ESPERANZA D.L.A.URUETA FACCIN #91	1529
393	020151	ANTONIO POLO	1530
394	090114	MODESTO CHAVEZ FRANCO # 94	1531
395	090114	JOSE ELIAS ALTAMIRANO # 75	1532
396	090114	PRESIDENTE ALFARO # 2	1534
397	100653	LA VICTORIA	1535
398	020702	DR. ANGEL LEON ALARCON	1536
399	020160	MARIA DIOSELINA CHIMBO DE ESPINOZA	1538
400	020401	MARIO GERARDO LARREA	1539
401	020401	AMANECER	1541
402	020401	MERCEDES BONILLA	1542
403	020301	TELMO N. VACA	1543
404	090114	LICEO PANAMERICANO # 7	1544
405	090114	NOTRE DAME N. 18	1545
406	090114	INFANCIA FELIZ # 24	1546
407	020351	JULIA BAZANTE	1547
408	020353	JILGUERITOS	1548
409	020601	FELIZA EGUEZ	1549
410	020601	POLICARPA CARVAJAL	1550
411	020601	MIS TRAVESURAS	1551
412	020501	AIDA LEON DE RODRIGUEZ LARA	1552
413	020501	SIN NOMBRE (ANEXO AL INSTITUTO)	1553
414	090114	PINOCHO # 28	1554
415	020554	CESAR AUGUSTO CHAVEZ G.	1556
416	090114	MODERNA GUAYAS # 34	1558
417	020555	ELIAS POVEDA MESTANZA	1559
418	090114	EL PARAISO DE LOS NIÑOS # 37	1560
419	090114	VIDA NUEVA # 40	1561
420	090114	EDUARDO Y GRACE # 41	1562
421	090114	MABEL # 42	1563
422	020556	CASITA DE FANTASIAS	1564
423	090114	INTERNATIONAL SCHOOL # 52	1565
424	090114	LICEO ECUATORIANO FRANCES # 53	1566
425	020551	ESTHER RIVADENEIRA	1567
426	090113	NAVAL # 60	1568
427	090114	AMIGOS # 70	1570
428	020552	EVARISTO GARCIA	1571
429	090114	CRISTOBAL COLON # 77	1573
430	020553	CAMINITOS DE LUZ	1575
431	090114	MI FELIZ HOGAR # 111	1576
432	020201	HOMERO VILLAGOMEZ	1578
433	020201	EL ROSAL	1579
434	090112	LETRAS Y VIDA # 109	1580
435	020201	SIEMPRE BRILLA EL SOL	1583
436	020251	MUNDO DE MARAVILLAS	1586
437	090114	PRESIDENTE ROLDOS # 128	1587
438	090114	OVIDIO DECROLY # 131	1588
439	090114	JESUS DE NAZARETH # 133	1590
440	090114	PORTAL DE BELEN # 138	1593
441	090114	BALTAZARA CALDERON DE ROCAF.# 140	1595
442	090114	ABEJITA MAYA # 150	1597
443	170124	HORIZONTES DE QUITO	1598
444	090114	PEQUES # 156	1599
445	090114	OSITO PANDA # 161	1601
446	090114	SUEÑOS DE PARVULOS # 162	1603
447	020102	AIDA GAVILANEZ	1604
448	090114	VIRGEN DE MONSERRATE # 163	1605
449	090114	TRAVESURAS INFANTILES # 168	1606
450	170127	PABLO MUÑOZ VEGA	1609
451	090114	CANDY # 185	1610
452	090114	ARCO IRIS # 192	1612
453	090114	PADRE MARCOS BENETAZZO # 193	1613
454	090114	ANN Y ANDY # 200	1616
455	170184	CARITAS ALEGRES	1617
456	090114	MI PEQUEÑO MUNDO # 211	1619
457	090114	MARANATHA # 216	1620
458	090114	PEDACITOS DE PINTORES # 223	1621
459	170118	ADVENTISTA CIUDAD DE QUITO	1622
460	090114	COMISION DE TRANSITO DEL G.# 226	1623
461	030201	TOMAS SACOTO MARCHAN	1626
462	170118	JOSE AMADEO JACOME	1627
463	090114	NIÑO DE BELEN # 245	1629
464	090114	UNIV. CATOLICA DE GUAYAQUIL # 246	1630
465	170127	ZOILA ROSA DEL VALLE	1631
466	030252	FANNY VELEZ ORTEGA	1633
467	030253	EUGENIO ESPEJO	1635
468	030301	ANA PAREDES DE ALFARO	1637
469	030301	GENERAL RUMIÑAHUI-INDIGENA	1641
470	170103	EL PRINCIPITO	1643
471	030363	DOLORES GONZALEZ CALLE	1644
472	090156	CIUDAD DE POSORJA # 1	1646
473	170165	QUITO ENGLISH COLLEGE	1647
474	030352	REMIGIO CRESPO TORAL	1649
475	030354	JOSEFA MONCAYO	1651
476	030355	ISIDRO AYORA	1652
477	030355	ANA MARTINEZ AMOROSO	1653
478	090301	ROSA AMADA ESPINOZA # 1	1654
479	030201	CARMELINA CORDERO	1656
480	030356	OBDULIA CORDERO VELEZ	1657
481	030701	ROSA MERCEDES BAQUERO	1658
482	030501	MARIANA DE JESUS	1659
483	030401	ABIGAIL AYORA DE R.	1660
484	090201	AURORA ESTRADA DE RAMIREZ # 1	1662
485	030401	AMAZONAS	1663
486	090201	JOSE DOMINGO DELGADO CAREGUA	1664
487	090401	CLEMENTINA TRIVIÑO DE UNDA # 1	1666
488	030451	CIUDAD DE QUITO	1668
489	170122	BILINGUE SUECIA	1669
490	030451	GRAN COLOMBIA	1670
491	030452	26 DE SEPTIEMBRE	1673
492	030452	PRIMERO DE JUNIO	1675
493	170124	ALBERTO MUÑOZ VERNAZA	1677
494	090601	ELOY RUGEL ARAGUNDI # 2	1678
495	030101	MANUELITA SAENZ	1679
496	170105	NINO DIVINO	1681
497	170124	MARTIN CERERE	1683
498	030102	MARIA MONTESSORI N°1	1684
499	030102	ALONSO TORRES	1686
500	170124	MI PEQUEÑO SABIO	1687
501	090601	DAULE # 1	1689
502	030102	PSICOPEDAGOGICO ALEMAN	1690
503	170124	UNIDAD EDUCATIVA LETORT	1691
504	170185	HERNAN MALO GONZALEZ	1693
505	030151	ELODIA SAQUICELA	1694
506	170127	ATENAS SCHOOL	1695
507	030601	DOLORES VEINTIMILLA	1696
508	170127	FREDERICK CHOPIN	1697
509	090601	HIPOLITO CAMBA RAMOS # 3	1698
510	030153	RAQUEL JARA SEVILLA	1699
511	092801	MARISCAL SUCRE #	1700
512	170118	CRISTIANO IÑAQUITO	1701
513	170115	BILINGUE ITALIA	1705
514	170155	ANTONIO SAINT EXUPERY	1706
515	092501	CORINA PARRAL DE VELASCO IBARRA # 2	1707
516	170127	LA CONCEPCION	1708
517	030153	MIGUEL TOLEDO	1709
518	170122	LA CONDAMINE	1710
519	030153	MERCEDES MACHADO	1711
520	170122	MI PEQUEÑO MUNDO	1712
521	030154	MANUELA CANIZARES	1713
522	030154	HERNAN ANTONIO NAVAS VERA	1714
523	030154	MANUELITA VAZQUEZ	1715
524	030155	MARIA ESTHER IGLESIAS	1716
525	030158	AIDA GERARDINA GOMEZCOELLO	1719
526	030160	ZOBEIDA LOPEZ OCHOA	1720
527	092501	ADRIANA FUENTES # 1	1723
528	090601	ABEJA MAYA # 1	1725
529	090701	CLUB DE LEONES # 2	1727
530	170105	JUAN PABLO II FE Y ALEGRIA	1728
531	090701	MANUEL DONOSO ARMAS # 6	1729
532	170123	GUAMANI	1730
533	090701	LOS MUÑEQUITOS # 6	1733
534	090701	GOLFO DE GUAYAQUIL # 4	1735
535	090901	ALEJO LASCANO # 1	1742
536	170113	JUAN PABLO II	1743
537	170119	MIGUEL DE UNAMUNO	1745
538	170111	CENTRO DE MARAVILLAS INFANTILES	1746
539	170111	PIO JARAMILLO ALVARADO	1748
540	170118	JOHANN SEBASTIAN BACH	1750
541	091001	SIMON BOLIVAR # 11	1752
542	091001	MODESTO CHAVEZ FRANCO # 10	1753
543	170111	EDMUNDO DE AMICIS	1754
544	170121	EL LIBERTADOR	1755
545	170111	PAULO VI LA MAGADALENA	1756
546	170118	MONSEÑOR LEONIDAS PROAÑO(YMCA)	1757
547	170111	RAYITOS DE LUZ	1758
548	170113	UNIDAD EDUCATIVA MARIA AUXILIADORA	1759
549	170113	CAPULLITOS	1760
550	170177	JOSE DE VILLAMIL	1761
551	170115	CARLOS E. ACOSTA	1763
552	170115	SAN DIEGO	1764
553	170115	ANGEL DE LA GUARDA	1765
554	170115	GUERRERO GOMEZ	1767
555	170115	PEDRO PABLO BORJA # 1	1768
556	170115	O.E.A.	1769
557	091001	VICTORIA MACIAS DE ACUÑA # 12	1772
558	170113	BRASIL	1773
559	170119	SANGAY	1774
560	091001	DIECISIETE DE SEPTIEMBRE # 5	1775
561	091001	MANUELA CAÑIZARES # 9	1776
562	091001	HECTOR LARA ZAMBRANO # 7	1777
563	091001	EUGENIO ESPEJO # 6	1778
564	091001	CARLOS MORENO ARIAS # 3	1779
565	180101	IRENE CAICEDO	1780
566	091001	ISABEL HERRERA DE VELASQUEZ # 8	1782
567	092701	FERROVIARIA # 1	1783
568	180105	LOS NARDOS	1785
569	091001	CASCABELITO # 2	1786
570	180102	LAS ROSAS	1787
571	180107	U.E.E. PEDRO F. CEVALLOS	1789
572	180107	I.T.S.E. LUIS A. MARTINEZ	1791
573	180105	EL DESPERTAR	1793
574	091101	CUCALON LASSO # 2	1795
575	180102	ANICETO JORDAN MANZANO	1797
576	180102	EL VERGEL	1799
577	180104	LAS GARDENIAS	1801
578	091501	EUGENIO ESPEJO # 2	1802
579	180104	CELESTINO B. JORDAN FIALLOS	1803
