id_seq	ubicacion	nombre_normalizado	codigo_escuela
95	070101	CELIA ROSARIO PALACIOS	433
96	060501	EUDORO FLORES ORDOÑEZ	437
97	092501	CARLOS ALVAREZ	440
98	090112	CARMEN PITA SOLIS	442
99	090112	LUIS HENRIQUE MURILLO PALADINES	443
100	090112	SIN NOMBRE NØ 465	444
101	090112	SIN NOMBRE	445
102	091801	LA FORTUNA	447
103	091801	HERMINA DESIDERIO MENDOZA	448
104	091754	ANGEL SIMON YAGUAL	449
105	091754	JOSE MARIA CHAVEZ MATA	451
106	090501	SEÑOR DE LOS MILAGROS	452
107	090501	ROSENDO SANTISTEVAN CARBO	453
108	090501	SAN FRANCISCO	454
109	090114	I.E.E.F.F	455
110	091702	ENRIQUE CANDEL	456
111	090701	ESCUELA DR. CAMILO GALLEGOS	457
112	090701	MAT. ATAHUALPA	458
113	092801	JACINTO GONZALEZ H. NO.3	459
114	092301	RIO CHANCHAN	460
115	092301	JUAN MONTALVO	461
116	092301	NUEVA JERUSALEM	462
117	092301	SAN JACINTO	463
118	091651	EL CARMEN	464
119	091601	ABDON CALDERON	465
120	091601	GRAMINEA SELECTA	466
121	091601	CAMINITO DE LUZ	467
122	091601	EL PUEBLO ESTUDIA	468
123	091601	12 DE MAYO	469
124	091651	JOSE JOAQUIN DE OLMEDO	471
125	091601	MANUEL RAMIREZ	472
126	091601	SIMON BOLIVAR	474
127	091601	LUZ Y PROGRESO	475
128	091601	EL GUANO	476
129	091601	LUZ DE AMERICA	477
130	091601	31 DE OCTUBRE	478
131	091601	SAN FELIX	479
132	091601	IBERIA	480
133	091601	MIRAFLORES	481
134	090501	CARLOS BRIONES VILLAFUERTE	482
135	091801	FELIX BANCHON	483
136	091801	LOS PETALITOS	484
137	091001	ROSA OLIMPIA AVILA CADENA	486
138	091001	VICENTE ROCAFUERTE	487
139	092501	SIN NOMBRE	489
140	091301	9 DE JUNIO	490
141	091301	LUZ DE AMERICA	491
142	092101	ENRIQUE CAMILO	492
143	090157	JHON F. KENNEDY	493
144	090901	25 DE JULIO	494
145	090901	ANIBAL ZEA ZEA	495
146	090901	CARLOS ALVARADO	496
147	090901	EL PROGRESO	497
148	090901	JOSE COELLO VALERO	499
149	090901	JOSE SANTOS R.	500
150	090901	NUEVO AMANECER	501
151	090901	RIO GUAYAS	502
152	090901	SAN JOSE	504
153	090104	JAIME ROLDOS AGUILERA	505
154	090112	GRAL. MIGUEL ITURRALDE JARAMILLO	507
155	090112	SIN NOMBRE # 464	510
156	090114	LOS AMIGOS PEQUEÑOS	512
157	090401	10 DE AGOSTO	513
158	090401	16 DE MAYO	515
159	090401	23 DE AGOSTO	516
160	090401	24 DE OCTUBRE	517
161	090401	24 DE SEPTIEMBRE	518
162	090401	26 DE SEPTIEMBRE	519
163	090401	29 DE JUNIO	520
164	090401	AURELIA CHENCHE	521
165	090401	CARLOS INTRIAGO	522
166	090401	JUAN PABLO ARENAS	523
167	090401	LEONIDAS FERNANDEZ	524
168	090401	ODALIS MORALES	526
169	090401	SAN JOSE	527
170	090401	SANTA MARIANITA	528
171	090401	VELASCO IBARRA	529
172	090401	VOLUNTAD DE DIOS	530
173	090501	23 DE JUNIO	531
174	090501	25 DE JULIO	532
175	090501	26 DE JULIO	533
176	090501	8 DE SEPTIEMBRE	534
177	090501	ALIANZA PARA EL PROGRESO	535
178	090501	ASAAD BUCARAM	536
179	090501	DR. VELASCO IBARRA	537
180	090501	MARIA AUXILIADORA	538
181	090501	RAUL LOPEZ LASCANO	539
182	090501	SIMON BOLIVAR	540
183	090701	AGUSTINA PALACIOS ALVARADO	541
184	090701	ELIZABETH DE SETAN	542
185	090701	DR. SEGUNDO WONG M.	544
186	090701	HUANCAVILCA BAL 74	545
187	090701	JAIME ROLDOS AGUILERA	546
188	090701	SIN NOMBRE (FISE)	549
189	090701	SIN NOMBRE # 42	550
190	040502	LATACUNGA	551
191	050401	LOS ANDES	553
192	030401	INST. EDUCACION ESPECIAL	555
193	020152	JARDIN PLAZA SESAMO	560
194	020152	CACIQUE GUARANGA	561
195	140952	JAIME ROLDOS AGUILERA	562
196	160251	PAQUISHA	570
197	230552	ELOY ALFARO	571
198	150354	ANTONIETA YUMBO	572
199	150354	MANUEL PISANGO	573
200	150354	AMAWTA WASI	574
201	170156	CENTRO AUDITIVO ORAL	576
202	080653	BELLAVISTA	578
203	080253	PEDRO FERMIN CEVALLOS	580
204	080652	7 DE AGOSTO	581
205	080159	LA FLORIDA	582
206	080451	UNION BOLIVARENCE	583
207	080558	PRUDENCIA VASCONEZ	584
208	080652	CIUDAD DE QUININDE	585
209	080159	RAMON CASTRO JIJON	586
210	080557	MI PATRIA	587
211	080455	AGUSTIN OCAMPO	590
212	080654	HELEODORO SAENZ	592
213	080356	26 DE SEPTIEMBRE	593
214	080163	SIN NOMBRE	594
215	080401	12 DE ENERO	597
216	080401	JUNIN	598
217	210101	A P I	600
218	210157	2 DE DICIEMBRE (SAN FRANCISCO)	602
219	210101	SANTOS AVELINO SANCHEZ	603
220	210156	SAN MIGUEL FEBRES CORDERO	606
221	210101	EUGENIO ESPEJO	608
222	210451	VOLUNTAD DE DIOS	609
223	210701	ARILSIAYA	610
224	010357	19 DE MARZO	612
225	131801	18 DE OCTUBRE S.V.DE.	617
226	130804	ANGELICA FLORES (ESC. ESPECIAL)	619
227	130103	JARD. ROSA MUÑOZ DE VERA	620
228	060251	SIN NOMBRE	622
229	060801	PRINCESA PACHA	628
230	180162	SAN IGNACIO	638
231	010651	RUMIÑAHUI	641
232	030357	SIN NOMBRE DE WARAWIN	642
233	060153	JARDIN SIN NOMBRE	644
234	060101	ESPECIAL DE CIEGOS	645
235	060652	SIN NOMBRE GALTE MIRALOMA	646
236	190401	SIN NOMBRE	651
237	190651	ANDRES ANTUASH (MODESTO GAL)	652
238	210351	GALLO RUMI	653
239	160162	FEDERICO GONZALEZ SUAREZ	654
240	150153	MARIO CESAR FAVARO	655
241	140555	MIRADOR AMAZONICO	656
242	140601	P.ALFREDO GERMANNI	658
243	141051	SIN NOMBRE	659
244	140353	TSAKIMP (SIN NOMBRE)	660
245	180104	NUEVA SEMILLITA	669
246	150153	RUBEN LARSON	682
247	150153	PEDRO GREFA	683
248	150152	SHIRINGA	685
249	230601	ALONSO DE MERCADILLO	687
250	230801	JUAN ALVARADO	688
251	230651	SIN NOMBRE	689
252	150101	MARIANO CEVALLOS VEGA	690
253	150151	DR. JAIME HURTADO GONZALEZ	691
254	160162	MUKUCHAM	692
255	160162	NANKAI	693
256	160451	EL VILLANO	695
257	150153	JORGE TANGUILA	700
258	150151	LOS CHIBCHAS 1	704
259	150151	SIN NOMBRE	705
260	150352	BYRON ANDRADE (SIN NOMBRE ÑACHIYACU)	706
261	230657	GRAL. EPLICACHIMA	708
262	230653	CANAAN SANGAY	709
263	150401	ESCUELA ESPECIAL EL CHACO	711
264	230651	SOLDADOS DE MI PATRIA	715
265	230651	SAN MIGUEL	717
266	230851	PADRE VICTOR CARBONE	718
267	230854	JESUS DEA	719
268	190301	SIN NOMBRE (SAN PEDRO)	724
269	190351	JAIME HURTADO GONZALEZ	725
270	190452	SIN NOMBRE (MORADILLAS)	726
271	190351	SIN NOMBRE (NAYUMBI ALTO)	727
272	110103	TIERRAS COLORADAS	730
273	140901	TSAWANT	732
274	140901	MARIA AUXILIADORA	733
275	140951	5 DE AGOSTO (SHUWIM MAMUS)	734
276	050102	INSTITUTO EDUCACION ESPEC.COTOPAXI	735
277	020152	MUSHUC PACARI	736
278	020152	LOS AMIGUITOS	740
279	020157	NUEVOS AMIGUITOS	742
280	180161	WAWAKUNAPAK RIKCHARI	749
281	230601	FLOR DEL PANTANO	752
282	210156	CESAR VALLEJO (13 DE MARZO)	754
283	210401	SIN NOMBRE (VALLE HERMOSO)	755
284	230553	RUBEN DARIO	757
285	230201	FRONTERAS DE ECUADOR	758
286	200301	OSWALDO GUAYASAMIN	759
287	170155	MUSHUC PACARI	760
288	060702	PROFESOR HECTOR LAYEDRA	761
289	060260	JUAN LEON MERA	762
290	071151	EDUCACION ESPECIAL	763
291	071301	EDUCACION ESPECIAL (EPANJEZ)	764
292	091801	ISRAEL CABELLO	767
293	091801	ANTONIO NEUMANE	768
294	091801	JUAN MONTALVO	769
295	091301	19 DE MAYO	770
296	091801	1ERO. DE MAYO	771
297	091301	JUAN MONTALVO	772
298	091301	JUAN LEON MERA	773
299	091301	11 DE AGOSTO	774
300	092101	LIBERAME # 9	775
301	090401	ABDON CALDERON	776
302	090401	SIMON BOLIVAR	777
303	090401	10 DE AGOSTO	778
304	090401	10 DE AGOSTO	779
305	090401	SEGUNDO ALCIDES ALVAREZ	780
306	090401	7 DE JULIO	781
307	090401	CRISTO DEL CONSUELO	782
308	090401	EUGENIO SUAREZ	783
309	090401	ANTONIO JOSE DE SUCRE	784
310	090401	4 DE JUNIO	785
311	090401	SAUL QUEZADA	786
312	090401	THEO VIZZON	787
313	090401	RAMON SOLORZANO C.	788
314	090801	CARLOTA JARAMILLO NO 9	790
315	090104	SIXTO DURAN BALLEN	791
316	090701	LA CARMELA	792
317	091801	ERNESTO GUEVARA	793
318	170156	LORO TRAVIESO (JARDIN)	795
319	170106	CAPULLITOS (JARDIN)	796
320	170103	LA PAZ (JARDIN)	797
321	170103	NUEVOS AMIGUITOS (JARDIN)	805
322	170125	MONSEÑOR LEONIDAS PROAÑO (JARDIN)	806
323	170103	MI PEQUEÑO MUNDO (JARDIN PRONEPE)	811
324	170179	MUÑEQUITOS DE CHOCOLATE(JAR. PRON)	812
325	170125	PATITO BLANCO (JARDIN PRONEPE)	813
326	170176	LARCAPAMBA (JARDIN PRONEPE)	814
327	170106	EDUARDO VILLAQUIRAN (JARDIN PRONE)	816
328	090601	1ERO. DE MAYO	817
329	092201	RICARDO RODRIGUEZ	818
330	090501	JORGE ICAZA CORONEL NO.47	819
331	090501	CRISTO DEL CONSUELO	820
332	090501	PROVINCIA EL ORO	821
333	090501	26 DE SEPTIEMBRE	822
334	091651	SAN VICENTE FERRES	823
335	090401	SAN ISIDRO	824
336	090401	LA ESPERANZA	825
337	091501	TNTE. GRAL. FRANK VARGAS PAZZOS	826
338	090153	HECTOR MENDOZA MANATI NO.1	827
339	092056	SIN NOMBRE NO.1	828
340	092056	DR. JAIME ROLDOS AGUILERA	829
341	090701	HERMANO GREGORIO	830
342	090701	RAFAEL LARREA INSUASTI	831
343	090701	I.M.P.A.L.	832
344	090114	DR. OSWALDO MOLESTINA ZAVAÑA N.453	834
345	090112	SIN NOMBRE # 478 COOP.BALERIO E.	835
346	090104	LUIS NOBOA NARANJO NO.69	836
347	090112	NUEVO PARAISO	837
348	090112	SANTIAGO DE GUAYAQUIL NO.138	838
349	090116	CABO 2DO. VICENTE ROMERO	839
350	090112	SIN NOMBRE # 193	840
351	090112	ASOC. DE PROFESORES DE ED.PRIM 448	841
352	090112	MA. LUZMILA DE LA BASTIDA NAVARRET	842
353	090112	COL - BAR	843
354	090112	SARGENTO CESAR VILLACIS M. NO.460	844
355	090112	CACIQUE TOMALA	845
356	090112	SIN NOMBRE NO.463	848
357	090112	GUERREROS DEL FORTIN	849
358	170119	1ERO. DE MAYO	851
359	170113	GARCIA MORENO	852
360	170157	KINDERLOMA (JARDIN PRONEPE)	853
361	170653	ANTONIO SANTIANA	854
362	170123	CONTRALMIRANTE MANUEL NIETO CADENA	857
363	090501	HERMANO MIGUEL	858
364	090501	12 DE OCTUBRE	859
365	080253	REPUBLICA DE CANADA	861
366	080258	RIO MARAÑON	862
367	080453	PRIMICIAS DE LA CULTURA DE QUITO	864
368	020151	VINICIO NOBOA GRIJALVA	868
369	080451	3 DE JULIO	869
370	170112	ISAAC CHIRIBOGA	871
371	090601	HUGO SERRANO VALENCIA # 7	873
372	090653	LUIS SANCHEZ MORAN	874
373	090601	JUAN LEON MERA	876
374	090601	CEN.ESC.LUCHA POR UN DESTINO	877
375	090601	HUMBERTO VILLEGAS	878
376	090601	SOCORRO DE LO ALTO	879
377	090601	SIN NOMBRE FISCAL MIXTA # 31	880
378	090654	HUGO MAYO # 16	882
379	090654	SIN NOMBRE FISCAL MIXTA # 22	883
380	090652	VICENTE PIEDRAHITA # 2	885
381	092201	ABDON CALDERON	886
382	090654	VALLE HERMOSO	887
383	090654	FISCAL # 13 MARIA E. AVILES	888
384	090157	ARMADA DEL ECUADOR # 3	889
385	090157	ARMADA DEL ECUADOR # 2	890
386	090114	SIN NOMBRE FISCAL	891
387	090114	CENTRO ESC. GUAYAS Y QUIL # 15	892
388	090114	HEROES DEL CENEPA # 26	893
389	090653	SIN NOMBRE FISCAL MIXTA # 14	894
390	090656	SIN NOMBRE FISCAL # 12	895
391	090601	SAN FRANCISCO DE ASIS	897
392	090601	JUDITH VARGAS ORDOÑES # 5	898
393	090656	MARIA ESTRELLA DEL MAR	899
394	090114	CEN.ESC.# 12 UNION DE BANANEROS	900
395	090116	CENTRO ESCUELA # 2 IDEAL	901
396	090114	JUAN LEON MERA # 21	902
397	090114	CESAR SANDINO # 29	903
398	090114	CEN. ESC.#25 ECUADOR ESTUDIA	904
399	090114	DR. ENRIQUE DIAZ GALARZA	905
400	091951	SIMON BOLIVAR # 10	906
401	091951	AB. JAIME ROLDOS AGUILERA	907
402	090653	CEN.ESC. VIRGEN DEL CARMEN	908
403	090656	LUIS A ROMERO TORO	909
404	090652	DR. GABRIEL GARCIA MORENO	910
405	090601	LUZ Y PROGRESO	911
406	090601	CRUCITA	912
407	092053	CEN. ESC. FIS.LUZ DE DIOS	915
408	091401	HERIBERTO POLICARPO R. ORTEGA	917
409	091801	CEN. ESC. 3 DE MAYO	918
410	091801	ESC. FISCAL SIN NOMBRE # 30	919
411	092401	HACIA EL IDEAL	920
412	090115	CEN. ESC. FISCAL DAULAR	921
413	090601	CEN. ESC. LUZ Y PROGRESO	924
414	090652	GRACIELA PESANTES DE DUARTE # 1	925
415	090653	24 DE MAYO	928
416	092053	ESC. # 3 24 DE MAYO	929
417	092053	ESC. FISCAL # 11 MEDARDO A. SILVA	930
418	090652	CEN. ESC. 24 DE MAYO	931
419	091401	SIN NOMBRE NOCTURNA # 1	934
420	091801	MEDARDO ANGEL SILVA # 13	935
421	091801	ESC. JOSE MARIA VELASCO IBARRA	936
422	091801	CEN. ESC. LAS MERCEDES	937
423	091801	ESC. 24 DE MAYO	938
424	091801	FISCAL MIXTA #3 MARISCAL SUCRE	939
425	091154	ESC. 6 DE MARZO # 15	940
426	091154	SAN VICENTE	942
427	090115	12 DE OCTUBRE # 433	943
428	090301	12 DE OCTUBRE # 14	944
429	090601	JUAN DE VELASCO # 1	946
430	111401	SIN NOMBRE	947
431	160401	SANTA CATALINA NUSHINO	948
432	071201	EDUCACION ESPECIAL MANUEL PESANTES	949
433	160162	CENTRO WISUI	953
434	160162	SANTIAK	956
435	160401	PROF. AMADA CHICA AYORA	957
436	160165	JAIME HURTADO	958
437	160159	WIRIRIMA	961
438	230651	JUAN MONTALVO	966
439	230653	DIVINO NIÑO JESUS	968
440	230501	FRANCISCO SALGADO	969
441	230801	4 DE OCTUBRE	970
442	230851	PEDRO DE LA GASCA	971
443	230854	MARTHA BUCARAN DE ROLDOS	972
444	150354	SIN NOMBRE (SAN BERNARDO)	973
445	100358	JOSE RAFAEL LEON	974
446	030451	COJITAMBO	975
447	210701	SIN NOMBRE - CIUDAD DE PIÑAS	976
448	210354	SIN NOMBRE - PRECO.UNIDOS VENCEREM	977
449	210152	LUIS CORDOVA	978
450	170125	OBRERO INDEPENDIENTE	1005
451	100102	AZAYA	1007
452	170152	BENJAMIN CARRION	1010
453	170121	EL NUEVO LUCIANO DE QUITO (JARDIN)	1013
454	170121	CARLOS BENJAMIN ROSALES	1015
455	090103	GONZALO LLONA # 45	1027
456	100103	PIEDAD GOMEZJURADO	1028
457	170119	JOAQUIN MENA SOTO	1029
458	100103	LIDIA INES MOLINA	1040
459	100103	ROSA MATILDE PALACIOS CASTELO	1044
460	090104	PERLA DEL PACIFICO # 13	1045
461	100104	JORGE GUZMAN RUEDA	1049
462	090104	LEONARDO AULESTIA # 34	1061
463	040157	LOS RIOS	1066
464	100151	CALIXTO MIRANDA	1074
465	170127	MERCEDES VITERI DE HURAS	1076
466	170124	ROSA BORJA ICAZA	1083
467	040255	PRIMERO DE MAYO	1086
468	040254	LUIS CLEMENTE DE LA VEGA	1097
469	090104	OTHON CASTILLO VELEZ # 79	1101
470	170111	ANITA DE ANDRADE MARIN	1105
471	040301	GERMAN GRIJALVA	1107
472	170105	ADELA PINARGOTE DE MURILLO	1118
473	170126	ALVARO PEREZ INTRIAGO	1126
474	170111	UNIDAD EDUCATIVA QUITO SUR	1132
475	170121	LAS ORQUIDEAS	1134
476	040352	SOMOS AMIGOS TRABAJANDO	1147
477	040401	LORGIO CARRASCO MERA	1152
478	170115	INTI RAYMI (SAN ROQUE)	1154
479	040401	13 DE ABRIL	1155
480	040401	CARITAS ALEGRES	1156
481	100154	JAIME ROLDOS AGUILERA	1159
482	170115	GENARO FIERRO	1160
483	170119	PATRICIO ROMERO BARBERIS	1163
484	100154	GRUPO DE C.#.36 YAGUACHI (INDIGENA)	1165
485	170119	PRIMERO DE MAYO	1168
486	040502	MANUEL J. BASTIDAS	1169
487	100152	PLAZA PALLARES	1170
488	040501	CAMILO GALLEGOS DOMINGUEZ	1176
489	170176	JUAN MONTALVO	1177
490	040555	LUZ DE UN NUEVO AMANECER	1182
491	040554	JUAN EVANGELISTA NARVAEZ	1184
492	100155	CASA DE LA CULTURA	1185
493	100151	AMBUQUI	1201
494	100253	JUAN JOSE FLORES	1205
495	100252	NATABUELA	1206
496	100254	SAN ROQUE	1207
497	100301	DR. TRAJANO NARANJO	1210
498	100351	CHARLES DARWIN	1211
499	100356	28 DE JUNIO	1215
500	100302	HORTENCIA YEPEZ TOBAR	1216
501	100451	CARLOS ALFONSO CISNEROS P.(INDIGENA)	1220
502	100402	JAIME BURBANO ALOMIA	1222
503	100455	VICTOR ALEJANDRO JARAMILLO	1223
504	100451	SIN NOMBRE (AGATO) (INDIGENA)	1225
505	100453	FEDERICO GONZALEZ SUAREZ (INDIGENA)	1228
506	100453	U. EDUCATIVA PROVINCIA DE LOJA (INDIGENA	1229
507	100451	PEGUCHE (INDIGENA)	1230
508	100456	12 DE NOVIEMBRE (INDIGENA)	1231
509	100458	PRINCESA TOA	1235
510	170151	OVIDIO DECROLY	1243
511	100501	26 DE MAYO	1244
512	100552	INGAPIRCA	1246
513	100651	29 DE MAYO	1254
514	100653	PABLO ARENAS	1256
515	100655	TUMBABIRO	1259
516	170155	ALFREDO CISNEROS	1261
517	100654	ALBERTO AMADOR	1262
518	100654	IRUGUINCHO	1264
519	170157	PIO JARAMILLO ALVARADO (LUMBISI)	1268
520	170159	DR.CAMILO PONCE ENRIQUEZ	1270
521	090106	MAURA VERA DE MAQUILON # 72	1282
522	100601	JOSE REYES ROSERO	1285
523	170175	ISAAC NEWTON ( PIFO )	1291
524	170177	MANUEL CORDOVA GALARZA	1297
525	170180	UNIDAD EDUCATIVA MITAD DEL MUNDO	1306
526	090105	ADOLFO FASSIO # 36	1320
527	170185	YOLANDA MEDINA MENA	1335
528	090112	ENRIQUE GRAU RUIZ # 57	1345
529	170253	ROSA ABIGAIL JARRIN DE JARRIN	1347
530	090112	MARIA ESTHER WITHER NAVARRO # 83	1358
531	090113	ROSA BORJA DE IZQUIERDO # 68	1461
532	090114	JOSE DE RUBIRA RAMOS # 3	1469
533	090114	OLGA AGUILAR RAMOS # 10	1473
534	170354	LOS ILINIZAS	1479
535	170606	SIN NOMBRE (EL ESFUERZO)	1482
536	170606	UNICEF	1483
537	170606	NUEVO ISRAEL	1484
538	170651	24 DE ENERO	1485
539	020102	TERESA LEON DE NOBOA	1495
540	020102	CARLOS CHAVEZ GUERRERO	1496
541	090114	CLARA WITHER FERRETTI # 24	1505
542	020158	RAFAEL ANTONIO POVEDA SALTOS	1515
543	020152	20 DE NOVIEMBRE	1519
544	020156	MARIA ESTATIRA UQUILLAS	1524
545	020155	TIERNA TORTOLITA	1527
546	090114	ESPERANZA D.L.A.URUETA FACCIN #91	1529
547	020151	ANTONIO POLO	1530
548	100653	LA VICTORIA	1535
549	020401	MARIO GERARDO LARREA	1539
550	020401	AMANECER	1541
551	020401	MERCEDES BONILLA	1542
552	020353	JILGUERITOS	1548
553	020554	CESAR AUGUSTO CHAVEZ G.	1556
554	020102	AIDA GAVILANEZ	1604
555	030401	AMAZONAS	1663
556	090401	CLEMENTINA TRIVIÑO DE UNDA # 1	1666
557	030101	MANUELITA SAENZ	1679
558	092501	CORINA PARRAL DE VELASCO IBARRA # 2	1707
559	092501	ADRIANA FUENTES # 1	1723
560	090701	CLUB DE LEONES # 2	1727
561	180101	IRENE CAICEDO	1780
562	092901	FERROVIARIA # 1	1783
563	180102	ANICETO JORDAN MANZANO	1797
564	180104	CELESTINO B. JORDAN FIALLOS	1803
565	180103	SENDERITOS DE LUZ	1805
566	180104	INGAHURCO	1806
567	092601	ROSA ALAVA DE VICUÑA # 6	1811
568	180152	JAZMINES	1818
569	180154	PRIMAVERA	1826
570	180155	MANZANITAS	1830
571	180153	LOS GIRASOLES	1832
572	180167	U.E. DARIO GUEVARA	1851
573	180157	MUNDO INFANTIL	1853
574	180160	LOS CLAVELES	1858
575	180163	CAPULLITOS	1862
576	180165	LAS MARGARITAS	1863
577	180901	TRAVESURAS	1864
578	180201	LUCERITO	1902
579	180501	MEDARDO VASCO DARQUEA	1903
580	180551	LAS ORQUIDEAS	1904
581	180756	MARIA ANGELICA IDROVO	1907
582	180757	RAYITOS DE LUZ	1909
583	180751	ARDILLITAS	1911
584	130156	SANTA CATALINA	1916
585	180601	JULIO IZQUIERDO	1923
586	180301	LOS MIRABELES	1925
587	180301	SEMILLITAS DEL SABER	1937
588	080401	CIUDAD DE QUININDE	1938
589	080103	LOS PITUFOS CARIÑOSOS	1945
590	050153	HILDA MOSCOSO DE SABA	1946
591	080401	AMIGUITOS DEL SABER	1947
592	080455	PAULO FREIRE	1950
593	080401	FLERIDA RODRIGUEZ Y CASTILLO	1963
594	080401	AMIGUITOS DE LA INFANCIA	1970
595	080253	SIN NOMBRE (BORBON)	1981
596	080201	REINALDO MEZA	1982
597	080261	EUGENIO ESPEJO	1986
598	080102	GUILLERMINA DIAZ DE PLAZA	2002
599	080102	CARLOS E. DIAZ	2005
600	080102	MARTHA BUCARAN DE ROLDOS	2006
601	080102	CEPE	2008
602	080102	CARLOS GARBAY MONTESDEOCA	2009
603	080102	RIO ESMERALDAS	2011
604	080102	UNION Y PROGRESO	2013
605	080168	MI LINDO PINOCHO	2015
606	080102	CASA DE LA CULTURA	2017
607	080102	DR. SEGUNDO SALAS MEZA	2019
608	080102	CAJITA DE SORPRESAS	2020
609	080103	ROSARIO INES DROUET	2022
610	120751	RAUL PERICLES MESTANZA	2023
611	080102	ROBERTO LUIS CERVANTES MONTAÑO	2029
612	120101	SANTIAGO GONZALEZ MACIAS	2031
613	080168	MELBA JOSEFINA MENDOZA PITA	2032
614	120101	CARITAS ALEGRES	2033
615	080102	SAN JOSE OBRERO	2034
616	080102	ESMERALDAS LIBRE	2035
617	080102	CENTRO EDUCACIONAL AMERICA	2037
618	130106	"UNE"	2046
619	080103	NUESTRA SENORA DE LA MERCED	2048
620	130101	DANEL VILLACRESES AGUILAR	2049
621	150101	MARTHA BUCARAM DE ROLDOS	2054
